'gene', 'gene_cat', 'gene_presence','gene_count','eff_binary','gene_presence_int','effector', 'busco', 'chrom','start', 'stop', 'loc_cat', 'l2f', 'padj', 'LCA', 'age_group', 'dnds', 'dup_type'
TR4_II5_T0016545,core,69.0,69.0,0,69,no_effector,busco,TR4_II5_Chr7,1782672,1784656,core,0.734032408890653,0.560173348423804,ascomycota,1,0.3724,0
TR4_II5_T0016536,core,69.0,69.0,0,69,no_effector,busco,TR4_II5_Chr7,1762776,1764118,core,-0.234879090040665,0.826350521074145,ascomycota,1,0.14629999999999999,0
TR4_II5_T0016533,core,69.0,69.0,0,69,no_effector,busco,TR4_II5_Chr7,1754367,1758474,core,0.20143725764569,0.765320466581169,all_fungi,0,NA,0
TR4_II5_T0016532,core,69.0,69.0,0,69,no_effector,busco,TR4_II5_Chr7,1752983,1754135,core,0.0964771867180989,0.946834527816873,all_fungi,0,0.5341,0
TR4_II5_T0016530,core,69.0,69.0,0,69,no_effector,busco,TR4_II5_Chr7,1750673,1754162,core,-1.53583977714534,0.335475977347619,ascomycota,1,0.0869,0
TR4_II5_T0016524,core,69.0,69.0,0,0,no_effector,no_busco,TR4_II5_Chr7,1737441,1738641,core,0.258148260646995,0.856957407069077,ascomycota,1,NA,0
TR4_II5_T0016523,core,69.0,69.0,0,0,no_effector,no_busco,TR4_II5_Chr7,1734283,1736142,core,4.50515233243223,NA,hypocreales,2,NA,0
TR4_II5_T0016522,core,69.0,69.0,0,69,no_effector,busco,TR4_II5_Chr7,1732008,1734006,core,0.169273482127609,0.91011742727133,all_fungi,0,0.1916,0
TR4_II5_T0016521,core,69.0,69.0,0,69,no_effector,busco,TR4_II5_Chr7,1730489,1731737,core,-1.58225677754659,0.329128229869018,all_fungi,0,0.209,1
TR4_II5_T0016520,core,69.0,69.0,0,0,no_effector,no_busco,TR4_II5_Chr7,1729275,1729767,core,NA,NA,hypocreales,2,0.2429,0
TR4_II5_T0016516,core,69.0,69.0,0,69,no_effector,busco,TR4_II5_Chr7,1715539,1720406,core,-0.573553889689148,0.260775100824583,all_fungi,0,0.14545,0
TR4_II5_T0016512,core,69.0,69.0,0,0,no_effector,no_busco,TR4_II5_Chr7,1710794,1711668,core,-0.755952645736887,0.721113707992523,ascomycota,1,0.5759,0
TR4_II5_T0016510,core,69.0,69.0,0,0,no_effector,no_busco,TR4_II5_Chr7,1704222,1704738,core,1.78524208004114,0.386693325425026,hypocreales,2,NA,0
TR4_II5_T0016505,core,69.0,69.0,0,69,no_effector,busco,TR4_II5_Chr7,1685043,1686989,core,-0.919105219694573,0.365923729164833,all_fungi,0,0.2742,0
TR4_II5_T0016500,core,69.0,69.0,0,69,no_effector,busco,TR4_II5_Chr7,1677644,1678742,core,1.19883748433293,0.0603547350939778,ascomycota,1,0.001,0
TR4_II5_T0016497,core,69.0,69.0,0,69,no_effector,busco,TR4_II5_Chr7,1673468,1674595,core,-1.38708029129439,0.465665480825375,all_fungi,0,0.0455,0
TR4_II5_T0016492,core,69.0,69.0,0,0,no_effector,no_busco,TR4_II5_Chr7,1663096,1663495,core,1.92219086050082,0.358032074615086,FusOx,3,NA,0
TR4_II5_T0016487,core,69.0,69.0,0,0,no_effector,no_busco,TR4_II5_Chr7,1652016,1653282,core,-0.477271526626653,0.690624638233767,hypocreales,2,0.4721,0
TR4_II5_T0016486,core,69.0,69.0,0,68,no_effector,busco,TR4_II5_Chr7,1647934,1650660,core,0.600853902626849,0.426500390108064,all_fungi,0,0.0739,0
TR4_II5_T0016484,core,69.0,69.0,0,69,no_effector,busco,TR4_II5_Chr7,1646065,1646457,core,1.45528393180649,0.115154095495987,all_fungi,0,0.07525000000000001,0
TR4_II5_T0016483,core,69.0,69.0,0,69,no_effector,busco,TR4_II5_Chr7,1644951,1645806,core,-0.836013143091963,0.424576617592714,all_fungi,0,0.001,0
TR4_II5_T0016479,core,69.0,69.0,0,69,no_effector,busco,TR4_II5_Chr7,1638435,1639375,core,0.292735946677892,0.577271882929715,all_fungi,0,0.001,0
TR4_II5_T0016478,core,69.0,69.0,0,69,no_effector,busco,TR4_II5_Chr7,1637343,1637832,core,-1.71971012679712,0.34794315523179,all_fungi,0,1.99795,0
TR4_II5_T0016469,core,69.0,69.0,0,0,no_effector,no_busco,TR4_II5_Chr7,1621742,1625537,core,-0.196586077745901,0.781362233555853,ascomycota,1,0.5297,0
TR4_II5_T0016467,core,69.0,69.0,0,69,no_effector,busco,TR4_II5_Chr7,1617471,1619448,core,0.14892569887769,NA,all_fungi,0,0.046,0
TR4_II5_T0016465,core,69.0,70.0,0,68,no_effector,busco,TR4_II5_Chr7,1602883,1609216,core,-0.466926576105052,0.719155338044042,all_fungi,0,0.218,0
TR4_II5_T0016464,core,69.0,69.0,0,69,no_effector,busco,TR4_II5_Chr7,1601920,1602564,core,-0.751022768898051,0.727664249803951,ascomycota,1,0.8306,0
TR4_II5_T0016461,core,69.0,69.0,0,69,no_effector,busco,TR4_II5_Chr7,1593267,1595371,core,-0.256221560973619,0.716119898817523,all_fungi,0,0.001,0
TR4_II5_T0016460,core,69.0,69.0,0,69,no_effector,busco,TR4_II5_Chr7,1592167,1593251,core,-0.30085591212902,0.796998919652317,all_fungi,0,0.001,0
TR4_II5_T0016457,core,69.0,69.0,0,69,no_effector,busco,TR4_II5_Chr7,1586730,1589317,core,-0.303590741203314,0.694484619705595,all_fungi,0,0.041,0
TR4_II5_T0016455,core,69.0,70.0,0,68,no_effector,busco,TR4_II5_Chr7,1581153,1586401,core,0.389910330546114,0.493959204704703,all_fungi,0,0.3261,0
TR4_II5_T0016453,core,69.0,69.0,0,69,no_effector,busco,TR4_II5_Chr7,1578883,1579960,core,0.650789961021101,0.552662204387027,all_fungi,0,0.548,0
TR4_II5_T0016451,core,69.0,69.0,0,69,no_effector,busco,TR4_II5_Chr7,1571561,1574537,core,-0.121281342629872,0.804463941515283,ascomycota,1,0.10064999999999999,0
TR4_II5_T0016449,core,69.0,69.0,0,69,no_effector,busco,TR4_II5_Chr7,1567022,1571377,core,0.803063644306718,0.0628558747440441,all_fungi,0,0.2587,0
TR4_II5_T0016443,core,69.0,69.0,0,0,no_effector,no_busco,TR4_II5_Chr7,1542103,1542876,core,-0.985640388562799,0.57419302593716,hypocreales,2,1.4427,0
TR4_II5_T0016441,core,69.0,69.0,0,0,no_effector,no_busco,TR4_II5_Chr7,1537505,1540364,core,-1.43332332508679,1.70598817132827e-07,hypocreales,2,0.842,0
TR4_II5_T0016442,core,69.0,69.0,0,0,no_effector,no_busco,TR4_II5_Chr7,1539678,1539981,core,NA,NA,FusOx,3,NA,0
TR4_II5_T0016438,core,69.0,69.0,0,69,no_effector,busco,TR4_II5_Chr7,1530472,1533960,core,0.221262405859786,0.850570495805706,all_fungi,0,0.17085,0
TR4_II5_T0016437,core,69.0,69.0,0,69,no_effector,busco,TR4_II5_Chr7,1525922,1528262,core,1.04078545838296,0.0481832043937048,ascomycota,1,0.32555,0
TR4_II5_T0016432,core,69.0,70.0,0,68,no_effector,busco,TR4_II5_Chr7,1502368,1503632,core,1.22775123083378,0.304597436572309,ascomycota,1,0.001,0
TR4_II5_T0016430,core,69.0,69.0,0,69,no_effector,busco,TR4_II5_Chr7,1496109,1497688,core,0.0993920533894959,0.891965451992737,all_fungi,0,0.0871,0
TR4_II5_T0016425,core,69.0,69.0,0,0,no_effector,no_busco,TR4_II5_Chr7,1481830,1482658,core,3.81058164176749,0.0148387471708476,hypocreales,2,0.3511,0
TR4_II5_T0016423,core,69.0,69.0,0,69,no_effector,busco,TR4_II5_Chr7,1478723,1480073,core,-1.13977409216022,0.501896803741617,all_fungi,0,0.1285,0
TR4_II5_T0016422,core,69.0,69.0,0,69,no_effector,busco,TR4_II5_Chr7,1477282,1478497,core,-0.228041238638494,0.808210602413269,all_fungi,0,0.01,0
TR4_II5_T0016421,core,69.0,69.0,0,69,no_effector,busco,TR4_II5_Chr7,1475704,1477090,core,-0.498944991967906,0.673206154084557,ascomycota,1,0.516,0
TR4_II5_T0016420,core,69.0,69.0,0,0,no_effector,no_busco,TR4_II5_Chr7,1473960,1475531,core,1.56484930389058,0.449329213212549,ascomycota,1,NA,0
TR4_II5_T0016418,core,69.0,69.0,0,69,no_effector,busco,TR4_II5_Chr7,1464864,1470598,core,-1.037819987631,0.298233307179196,ascomycota,1,NA,0
TR4_II5_T0016417,core,69.0,69.0,0,69,no_effector,busco,TR4_II5_Chr7,1463829,1464579,core,-0.172289133247994,0.841858352295011,all_fungi,0,0.001,0
TR4_II5_T0016414,core,69.0,69.0,0,69,no_effector,busco,TR4_II5_Chr7,1454289,1457160,core,-0.704712713603868,0.634521873829765,all_fungi,0,0.1966,0
TR4_II5_T0016410,core,69.0,69.0,0,0,no_effector,no_busco,TR4_II5_Chr7,1440589,1441522,core,3.35859794495296,0.0347810437121885,hypocreales,2,0.4684,0
TR4_II5_T0016407,core,69.0,70.0,0,68,no_effector,busco,TR4_II5_Chr7,1434558,1437554,core,-0.276658541913097,0.511179188856323,all_fungi,0,0.1029,0
TR4_II5_T0016405,core,69.0,69.0,0,69,no_effector,busco,TR4_II5_Chr7,1430258,1432709,core,-0.659880027618547,0.596701512443147,ascomycota,1,0.4042,0
TR4_II5_T0016404,core,69.0,69.0,0,69,no_effector,busco,TR4_II5_Chr7,1428094,1429945,core,-1.05409274854622,0.23483443130077,all_fungi,0,0.1407,0
TR4_II5_T0016397,core,69.0,70.0,0,0,no_effector,no_busco,TR4_II5_Chr7,1418238,1419320,core,0.213428284007129,0.931793683749621,hypocreales,2,2.5258,0
TR4_II5_T0016396,core,69.0,69.0,0,0,no_effector,no_busco,TR4_II5_Chr7,1414407,1415734,core,-0.241191177902053,0.885213922288568,ascomycota,1,0.2045,0
TR4_II5_T0016394,core,69.0,69.0,0,69,no_effector,busco,TR4_II5_Chr7,1409253,1410282,core,-0.405823815898659,0.835588750834089,all_fungi,0,0.5759000000000001,0
TR4_II5_T0016389,core,69.0,69.0,0,69,no_effector,busco,TR4_II5_Chr7,1395231,1398427,core,-0.243358051156519,0.755040685592974,ascomycota,1,0.111,0
TR4_II5_T0016388,core,69.0,69.0,0,0,no_effector,no_busco,TR4_II5_Chr7,1393676,1395550,core,3.08160628041836,0.00273295823075715,hypocreales,2,NA,0
TR4_II5_T0016386,core,69.0,69.0,0,0,no_effector,no_busco,TR4_II5_Chr7,1389926,1392024,core,1.12753557176152,0.148714157265961,ascomycota,1,0.2949,0
TR4_II5_T0016385,core,69.0,69.0,0,69,no_effector,busco,TR4_II5_Chr7,1388576,1389023,core,-0.330330397921928,0.843254693905589,all_fungi,0,1.42285,0
TR4_II5_T0016384,core,69.0,69.0,0,69,no_effector,busco,TR4_II5_Chr7,1386209,1388301,core,-0.367387505961408,0.697666664757252,all_fungi,0,0.001,0
TR4_II5_T0016382,core,69.0,69.0,0,69,no_effector,busco,TR4_II5_Chr7,1383306,1385587,core,0.466843386865751,0.504323211048359,all_fungi,0,0.0763,0
TR4_II5_T0016373,core,69.0,69.0,0,12,no_effector,no_busco,TR4_II5_Chr7,1361924,1363477,core,-2.21552534421739,0.117163799869265,all_fungi,0,0.1286,0
TR4_II5_T0016372,core,69.0,69.0,0,69,no_effector,busco,TR4_II5_Chr7,1358295,1361531,core,-0.316660328737682,0.821916522326027,all_fungi,0,0.6422,0
TR4_II5_T0016370,core,69.0,69.0,0,0,no_effector,no_busco,TR4_II5_Chr7,1353204,1353486,core,NA,NA,hypocreales,2,1.4657,0
TR4_II5_T0016369,core,69.0,69.0,0,0,no_effector,no_busco,TR4_II5_Chr7,1351991,1353021,core,5.55707239803783,0.000213605935394586,hypocreales,2,0.41195,0
TR4_II5_T0016368,core,69.0,69.0,0,69,no_effector,busco,TR4_II5_Chr7,1349619,1351275,core,0.808250401247654,0.322361338088,all_fungi,0,0.1819,0
TR4_II5_T0016366,core,69.0,69.0,0,69,no_effector,busco,TR4_II5_Chr7,1343965,1344737,core,0.301725504712049,0.807553911642724,all_fungi,0,0.001,0
TR4_II5_T0016365,core,69.0,69.0,0,0,no_effector,no_busco,TR4_II5_Chr7,1341928,1343384,core,-0.455617656342479,0.843717468145659,hypocreales,2,0.5055499999999999,0
TR4_II5_T0016362,core,69.0,69.0,0,69,no_effector,busco,TR4_II5_Chr7,1337660,1338479,core,0.680761002579591,0.523490188241611,all_fungi,0,0.3378,0
TR4_II5_T0016361,core,69.0,69.0,0,0,no_effector,no_busco,TR4_II5_Chr7,1334740,1337205,core,2.01199640312365,0.192250608400034,hypocreales,2,NA,0
TR4_II5_T0016355,core,69.0,69.0,0,0,no_effector,no_busco,TR4_II5_Chr7,1327280,1327785,core,1.0296707490452,0.442450347320986,hypocreales,2,0.001,0
TR4_II5_T0016354,core,69.0,69.0,0,69,no_effector,busco,TR4_II5_Chr7,1325390,1326599,core,0.407589513403857,0.609635912630877,ascomycota,1,0.0157,0
TR4_II5_T0016353,core,69.0,69.0,0,69,no_effector,busco,TR4_II5_Chr7,1322475,1323948,core,-0.130815084472568,0.861349745875995,all_fungi,0,0.001,0
TR4_II5_T0016338,core,69.0,69.0,0,0,no_effector,no_busco,TR4_II5_Chr7,1280684,1281723,core,1.79331553674644,0.0269240471840639,hypocreales,2,0.1415,0
TR4_II5_T0016337,core,69.0,69.0,0,0,no_effector,no_busco,TR4_II5_Chr7,1276584,1278157,core,-0.776616557539299,0.511179188856323,all_fungi,0,0.1039,0
TR4_II5_T0008111,core,69.0,69.0,69,0,effector,no_busco,TR4_II5_Chr3,343744,344551,subtelomere,6.74198535273239,1.06571181541656e-05,hypocreales,2,0.001,0
TR4_II5_T0008109,core,69.0,69.0,0,0,no_effector,no_busco,TR4_II5_Chr3,338253,339216,subtelomere,-0.681778699686512,0.84344293040735,hypocreales,2,0.0669,0
TR4_II5_T0008099,accessory,49.0,49.0,0,0,no_effector,no_busco,TR4_II5_Chr3,318211,318788,subtelomere,0.829023219666268,0.709925493766261,FusOx,3,0.001,0
TR4_II5_T0012031,accessory,15.0,15.0,0,0,no_effector,no_busco,TR4_II5_Chr4,4567958,4572484,core,4.4435305657792,4.39574822378076e-06,ascomycota,1,0.0019,1
TR4_II5_T0008098,accessory,52.0,52.0,0,0,no_effector,no_busco,TR4_II5_Chr3,317054,317987,subtelomere,-0.181338235529743,0.942800196968163,ascomycota,1,0.522,0
TR4_II5_T0008082,softcore,66.0,67.0,0,0,no_effector,no_busco,TR4_II5_Chr3,276253,277416,subtelomere,NA,NA,hypocreales,2,0.6145,0
TR4_II5_T0008077,softcore,66.0,66.0,0,0,no_effector,no_busco,TR4_II5_Chr3,267683,268650,subtelomere,-0.50492753746109,0.827048122463211,FusOx,3,NA,0
TR4_II5_T0008066,accessory,43.0,43.0,0,0,no_effector,no_busco,TR4_II5_Chr3,224424,225423,subtelomere,-1.20083636107559,0.555283392327976,hypocreales,2,0.011,0
TR4_II5_T0005281,softcore,63.0,63.0,0,0,no_effector,no_busco,TR4_II5_Chr2,85304,86213,subtelomere,-1.10813611797892,0.284593468552403,hypocreales,2,NA,0
TR4_II5_T0008055,softcore,61.0,61.0,0,0,no_effector,no_busco,TR4_II5_Chr3,196919,198991,subtelomere,1.35938709350971,0.517122137251243,ascomycota,1,0.3064,0
TR4_II5_T0012892,core,69.0,69.0,69,69,effector,busco,TR4_II5_Chr5,1750181,1752723,core,-0.610533219489172,0.0135667309342548,all_fungi,0,0.0881,0
TR4_II5_T0012890,core,69.0,70.0,0,68,no_effector,busco,TR4_II5_Chr5,1746012,1747405,core,0.254174479263671,0.734681735327332,ascomycota,1,1.0087,0
TR4_II5_T0012889,softcore,68.0,68.0,0,0,no_effector,no_busco,TR4_II5_Chr5,1744656,1745934,core,-0.485389764661492,0.801537181593432,all_fungi,0,0.1071,0
TR4_II5_T0012888,core,69.0,69.0,0,69,no_effector,busco,TR4_II5_Chr5,1741967,1744509,core,-3.04990413473857,0.002146455759103,all_fungi,0,0.0201,0
TR4_II5_T0012887,core,69.0,69.0,0,69,no_effector,busco,TR4_II5_Chr5,1740264,1740921,core,-2.16748600780837,0.125012153626921,all_fungi,0,0.2211,0
TR4_II5_T0012886,core,69.0,69.0,0,0,no_effector,no_busco,TR4_II5_Chr5,1738925,1740260,core,-0.463075518449335,0.636982769645555,all_fungi,0,0.4426,0
TR4_II5_T0012885,core,69.0,69.0,0,69,no_effector,busco,TR4_II5_Chr5,1737027,1738518,core,0.391887106907149,0.870839206748308,all_fungi,0,0.1153,0
TR4_II5_T0012884,core,69.0,69.0,0,69,no_effector,busco,TR4_II5_Chr5,1735426,1736722,core,1.22663058297239,0.00551544054621066,all_fungi,0,0.001,0
TR4_II5_T0012883,core,69.0,69.0,0,0,no_effector,no_busco,TR4_II5_Chr5,1732531,1733296,core,-1.6489471340291,0.295483638762938,all_fungi,0,0.001,0
TR4_II5_T0012881,core,69.0,69.0,0,69,no_effector,busco,TR4_II5_Chr5,1726563,1728330,core,0.457146011982166,0.437179561879297,ascomycota,1,0.001,0
TR4_II5_T0012879,core,69.0,69.0,0,0,no_effector,no_busco,TR4_II5_Chr5,1722514,1723789,core,0.196944669197516,0.937376748413077,hypocreales,2,0.23920000000000002,0
TR4_II5_T0012877,core,69.0,69.0,0,0,no_effector,no_busco,TR4_II5_Chr5,1716864,1717231,core,7.30016637933041,3.13997417867458e-76,ascomycota,1,0.001,0
TR4_II5_T0012875,core,69.0,69.0,0,0,no_effector,no_busco,TR4_II5_Chr5,1714573,1715446,core,-0.984594105767084,0.627276299388154,hypocreales,2,0.2036,0
TR4_II5_T0012874,core,69.0,69.0,0,0,no_effector,no_busco,TR4_II5_Chr5,1712690,1713863,core,-1.1458333701455,0.383025643676951,ascomycota,1,0.2275,0
TR4_II5_T0012870,core,69.0,69.0,0,69,no_effector,busco,TR4_II5_Chr5,1706462,1709719,core,-0.885165031663321,0.14466518532561,all_fungi,0,0.1571,0
TR4_II5_T0012869,core,69.0,69.0,0,0,no_effector,no_busco,TR4_II5_Chr5,1704943,1706138,core,-0.0715943422028813,0.945824663794374,ascomycota,1,0.078,0
TR4_II5_T0012857,core,69.0,69.0,0,0,no_effector,no_busco,TR4_II5_Chr5,1686479,1686929,core,4.24458485353391,NA,hypocreales,2,0.9974,0
TR4_II5_T0012856,core,69.0,70.0,0,68,no_effector,busco,TR4_II5_Chr5,1680647,1685604,core,-0.279213104247477,0.733190093484456,ascomycota,1,0.1163,0
TR4_II5_T0012854,core,69.0,69.0,0,69,no_effector,busco,TR4_II5_Chr5,1676846,1679190,core,-0.634818550806882,0.562953127429552,ascomycota,1,0.2863,0
TR4_II5_T0012850,core,69.0,69.0,0,69,no_effector,busco,TR4_II5_Chr5,1672497,1673311,core,-0.18339443509011,0.840828006711793,ascomycota,1,0.0653,0
TR4_II5_T0012849,core,69.0,69.0,0,69,no_effector,busco,TR4_II5_Chr5,1671503,1672217,core,1.80045727787082,0.0279740292028082,all_fungi,0,0.1934,0
TR4_II5_T0012847,core,69.0,69.0,0,0,no_effector,no_busco,TR4_II5_Chr5,1667807,1668944,core,-1.50355493268741,0.00594591200237116,all_fungi,0,0.1566,0
TR4_II5_T0012842,core,69.0,70.0,0,68,no_effector,busco,TR4_II5_Chr5,1658445,1662138,core,-0.386618019032809,0.511070658789144,all_fungi,0,0.1405,0
TR4_II5_T0012840,core,69.0,69.0,0,0,no_effector,no_busco,TR4_II5_Chr5,1656939,1658196,core,0.799532922293566,0.394650154881769,ascomycota,1,0.0615,0
TR4_II5_T0012832,core,69.0,70.0,0,0,no_effector,no_busco,TR4_II5_Chr5,1631625,1632648,core,0.406907570430712,0.796267938577048,FusOx,3,0.7384,0
TR4_II5_T0012822,core,69.0,69.0,0,0,no_effector,no_busco,TR4_II5_Chr5,1597244,1597612,core,NA,NA,hypocreales,2,0.0892,0
TR4_II5_T0012821,core,69.0,69.0,0,0,no_effector,no_busco,TR4_II5_Chr5,1596134,1596585,core,4.91935409080207,NA,hypocreales,2,0.9408,0
TR4_II5_T0013946,softcore,68.0,68.0,68,0,effector,no_busco,TR4_II5_Chr5,4250030,4250486,core,NA,NA,hypocreales,2,0.1287,0
TR4_II5_T0013936,softcore,68.0,68.0,0,0,no_effector,no_busco,TR4_II5_Chr5,4227880,4228299,core,3.74403490646501,NA,FusOx,3,4.8318,0
TR4_II5_T0013934,softcore,67.0,67.0,0,0,no_effector,no_busco,TR4_II5_Chr5,4225598,4226684,core,-1.8363034422625,0.0696647064943805,hypocreales,2,0.001,0
TR4_II5_T0013928,softcore,68.0,68.0,0,0,no_effector,no_busco,TR4_II5_Chr5,4218654,4219575,core,2.42675550144761,NA,hypocreales,2,0.2022,0
TR4_II5_T0013918,core,69.0,69.0,0,0,no_effector,no_busco,TR4_II5_Chr5,4187687,4188194,core,4.83780538380914,NA,hypocreales,2,1.29805,0
TR4_II5_T0013917,core,69.0,69.0,0,0,no_effector,no_busco,TR4_II5_Chr5,4187033,4187579,core,NA,NA,hypocreales,2,NA,0
TR4_II5_T0013904,core,69.0,69.0,68,0,effector,no_busco,TR4_II5_Chr5,4156692,4157210,core,9.73079166213052,9.36639425691726e-31,ascomycota,1,0.47175,0
TR4_II5_T0013890,accessory,49.0,73.0,48,0,effector,no_busco,TR4_II5_Chr5,4133006,4133466,core,NA,NA,hypocreales,2,0.0406,0
TR4_II5_T0013891,accessory,49.0,73.0,48,0,effector,no_busco,TR4_II5_Chr5,4133496,4133873,core,NA,NA,hypocreales,2,0.0406,0
TR4_II5_T0010442,core,69.0,69.0,0,0,no_effector,no_busco,TR4_II5_Chr4,757772,758492,core,NA,NA,hypocreales,2,NA,1
TR4_II5_T0010443,core,69.0,69.0,0,0,no_effector,no_busco,TR4_II5_Chr4,759815,760256,core,NA,NA,hypocreales,2,0.5787,0
TR4_II5_T0010467,core,69.0,69.0,0,0,no_effector,no_busco,TR4_II5_Chr4,812073,813660,core,NA,NA,hypocreales,2,0.3505,0
TR4_II5_T0010468,core,69.0,69.0,0,0,no_effector,no_busco,TR4_II5_Chr4,814443,814821,core,NA,NA,hypocreales,2,0.3676,0
TR4_II5_T0010469,core,69.0,69.0,69,0,effector,no_busco,TR4_II5_Chr4,816323,816823,core,NA,NA,hypocreales,2,0.1207,0
TR4_II5_T0010471,core,69.0,69.0,0,69,no_effector,busco,TR4_II5_Chr4,819608,821215,core,-2.62210608377509,0.113739573641957,all_fungi,0,0.001,0
TR4_II5_T0010484,core,69.0,70.0,0,68,no_effector,busco,TR4_II5_Chr4,849509,851111,core,-0.578794006785063,0.607997357631815,all_fungi,0,0.001,0
TR4_II5_T0010486,core,69.0,69.0,0,69,no_effector,busco,TR4_II5_Chr4,852453,855294,core,-0.277204526211034,0.730726607891074,all_fungi,0,0.1445,0
TR4_II5_T0010489,core,69.0,69.0,0,0,no_effector,no_busco,TR4_II5_Chr4,858548,859047,core,1.81466749991695,0.44675886778541,hypocreales,2,0.15234999999999999,0
TR4_II5_T0010491,softcore,68.0,68.0,0,0,no_effector,no_busco,TR4_II5_Chr4,859925,860470,core,NA,NA,hypocreales,2,0.0849,0
TR4_II5_T0010492,core,69.0,69.0,0,0,no_effector,no_busco,TR4_II5_Chr4,860444,861606,core,3.10943602368289,0.0512999966030921,all_fungi,0,0.06835,0
TR4_II5_T0010497,softcore,68.0,68.0,0,0,no_effector,no_busco,TR4_II5_Chr4,868039,869301,core,1.69691312424599,0.00452813439719693,hypocreales,2,0.1407,0
TR4_II5_T0010516,core,69.0,69.0,0,0,no_effector,no_busco,TR4_II5_Chr4,911707,912734,core,-0.572609223759102,0.803652239227484,hypocreales,2,0.1392,0
TR4_II5_T0014446,softcore,68.0,68.0,0,0,no_effector,no_busco,TR4_II5_Chr6,1112716,1113025,core,NA,NA,FusOx,3,0.8779,0
TR4_II5_T0014449,core,69.0,69.0,0,0,no_effector,no_busco,TR4_II5_Chr6,1119571,1119921,core,1.60204210392842,0.44211920547425,ascomycota,1,1.73785,0
TR4_II5_T0014451,core,69.0,69.0,0,69,no_effector,busco,TR4_II5_Chr6,1122438,1123824,core,-0.940549655901285,0.069842078842431,all_fungi,0,0.001,0
TR4_II5_T0014452,core,69.0,69.0,0,0,no_effector,no_busco,TR4_II5_Chr6,1125401,1125832,core,4.39459872579379,NA,hypocreales,2,1.214,0
TR4_II5_T0014454,core,69.0,69.0,0,0,no_effector,no_busco,TR4_II5_Chr6,1129281,1131227,core,5.94039610812154,8.71551207053263e-38,all_fungi,0,NA,0
TR4_II5_T0014456,core,69.0,69.0,0,69,no_effector,busco,TR4_II5_Chr6,1144483,1146488,core,0.0169685514407243,0.987297229414802,all_fungi,0,0.205,0
TR4_II5_T0014458,core,69.0,69.0,0,0,no_effector,no_busco,TR4_II5_Chr6,1150803,1151256,core,1.10443073913085,0.581866660989527,FusOx,3,0.041249999999999995,0
TR4_II5_T0014461,core,69.0,69.0,0,0,no_effector,no_busco,TR4_II5_Chr6,1157128,1157716,core,2.00974650879925,0.279798029377581,hypocreales,2,1.4776,0
TR4_II5_T0014464,core,69.0,69.0,0,0,no_effector,no_busco,TR4_II5_Chr6,1166423,1166865,core,0.209316726623009,0.934247102995758,hypocreales,2,1.2702,0
TR4_II5_T0014471,core,69.0,70.0,0,68,no_effector,busco,TR4_II5_Chr6,1176924,1179098,core,-0.877163975596281,0.393759823214991,ascomycota,1,0.001,0
TR4_II5_T0014475,accessory,26.0,26.0,0,0,no_effector,no_busco,TR4_II5_Chr6,1185437,1185838,core,4.70455813098129,NA,FusOx,3,0.0499,0
TR4_II5_T0014476,core,69.0,69.0,0,0,no_effector,no_busco,TR4_II5_Chr6,1186538,1187912,core,0.520960785676616,0.545589566758205,hypocreales,2,0.5880000000000001,0
TR4_II5_T0014478,core,69.0,69.0,2,0,no_effector,no_busco,TR4_II5_Chr6,1188119,1189676,core,1.44309050025819,1.91785695663826e-06,all_fungi,0,0.49645,0
TR4_II5_T0014481,core,69.0,69.0,0,69,no_effector,busco,TR4_II5_Chr6,1205587,1208580,core,0.0609553178404829,0.925796974499537,all_fungi,0,0.1769,0
TR4_II5_T0014483,core,69.0,69.0,69,0,effector,no_busco,TR4_II5_Chr6,1220570,1222131,core,1.60040663031509,0.43730041089969,ascomycota,1,1.18,0
TR4_II5_T0014487,core,69.0,69.0,0,69,no_effector,busco,TR4_II5_Chr6,1225461,1226607,core,-1.50172275621418,0.00418046549681078,all_fungi,0,0.001,0
TR4_II5_T0014488,core,69.0,69.0,0,69,no_effector,busco,TR4_II5_Chr6,1227623,1229636,core,-0.607605923706532,0.4832653680408,hypocreales,2,NA,0
TR4_II5_T0014490,core,69.0,69.0,0,69,no_effector,busco,TR4_II5_Chr6,1239000,1240404,core,-0.340410976564148,0.737762416927311,all_fungi,0,0.0661,0
TR4_II5_T0014492,core,69.0,69.0,0,69,no_effector,busco,TR4_II5_Chr6,1241689,1242903,core,-0.210000612037876,0.641808037962491,all_fungi,0,0.001,0
TR4_II5_T0014494,core,69.0,69.0,0,69,no_effector,busco,TR4_II5_Chr6,1243915,1248421,core,0.143252692039223,0.788836037943734,all_fungi,0,0.0198,0
TR4_II5_T0014495,softcore,63.0,63.0,0,0,no_effector,no_busco,TR4_II5_Chr6,1249144,1249786,core,-0.449634827808954,0.84820317748996,hypocreales,2,1.3376,0
TR4_II5_T0014496,accessory,42.0,42.0,0,0,no_effector,no_busco,TR4_II5_Chr6,1250262,1251414,core,3.76059283684534,NA,ascomycota,1,0.0869,0
TR4_II5_T0014497,accessory,42.0,42.0,0,0,no_effector,no_busco,TR4_II5_Chr6,1251795,1253206,core,0.185703422264081,0.942583164003053,FusOx,3,0.2047,0
TR4_II5_T0014501,core,69.0,69.0,0,69,no_effector,busco,TR4_II5_Chr6,1254712,1257385,core,0.552141001952197,0.547981520288647,all_fungi,0,0.1463,0
